CHROM	startWindow	endWindow	statistic	value	scaled_value	q10	outlier
I	2710002	2720001	theta_Watterson	22.7718881000537	0.168746839508576	106.043791321001	not
I	2711002	2721001	theta_Watterson	21.9948116102467	0.120661280238349	106.043791321001	not
I	2712002	2722001	theta_Watterson	20.8996124476143	0.0528902629211907	106.043791321001	not
I	2713002	2723001	theta_Watterson	17.6021503287564	-0.151156973403068	106.043791321001	not
I	2714002	2724001	theta_Watterson	16.817811061811	-0.199691953940235	106.043791321001	not
I	2715002	2725001	theta_Watterson	15.5628682346983	-0.277347922799703	106.043791321001	not
I	2716002	2726001	theta_Watterson	16.5036981814668	-0.219129285687439	106.043791321001	not
I	2717002	2727001	theta_Watterson	17.9154340313852	-0.131770951243403	106.043791321001	not
I	2718002	2728001	theta_Watterson	19.4841125652761	-0.0347009901690683	106.043791321001	not
I	2719002	2729001	theta_Watterson	19.1687126713875	-0.0542179624238475	106.043791321001	not
I	2720002	2730001	theta_Watterson	20.4029595288111	0.0221573380713172	106.043791321001	not
I	2721002	2731001	theta_Watterson	19.1407539245599	-0.0559480520550903	106.043791321001	not
I	2722002	2732001	theta_Watterson	18.8241424066906	-0.075539999704833	106.043791321001	not
I	2723002	2733001	theta_Watterson	18.9811599212465	-0.0658237425516706	106.043791321001	not
I	2724002	2734001	theta_Watterson	19.7870631388126	-0.0159543829163396	106.043791321001	not
I	2725002	2735001	theta_Watterson	19.4733274320345	-0.0353683751312064	106.043791321001	not
I	2726002	2736001	theta_Watterson	19.9439309922017	-0.00624738680890616	106.043791321001	not
I	2727002	2737001	theta_Watterson	16.4928382176418	-0.219801301172442	106.043791321001	not
I	2728002	2738001	theta_Watterson	14.4535561235836	-0.345992250569077	106.043791321001	not
I	2729002	2739001	theta_Watterson	13.8260847100273	-0.38482023499881	106.043791321001	not
I	2730002	2740001	theta_Watterson	13.8269917608904	-0.384764106614265	106.043791321001	not
I	2731002	2741001	theta_Watterson	13.9838596142795	-0.375057110506832	106.043791321001	not
I	2732002	2742001	theta_Watterson	14.6114058584193	-0.336224495554233	106.043791321001	not
I	2733002	2743001	theta_Watterson	15.3955954641979	-0.287698776062795	106.043791321001	not
I	2734002	2744001	theta_Watterson	16.472330979051	-0.221070290840331	106.043791321001	not
I	2735002	2745001	theta_Watterson	20.0810536718529	0.00223777626853746	106.043791321001	not
I	2736002	2746001	theta_Watterson	18.1987890923507	-0.114236915974935	106.043791321001	not
I	2737002	2747001	theta_Watterson	21.1799627623537	0.0702383642376768	106.043791321001	not
I	2738002	2748001	theta_Watterson	23.5329805631901	0.215843305849179	106.043791321001	not
I	2739002	2749001	theta_Watterson	25.4177372616004	0.332472210622608	106.043791321001	not
I	2740002	2750001	theta_Watterson	25.5736980641263	0.342123078345496	106.043791321001	not
I	2741002	2751001	theta_Watterson	25.8875837319673	0.361546350163679	106.043791321001	not
I	2742002	2752001	theta_Watterson	29.224168746987	0.568014514629367	106.043791321001	not
I	2743002	2753001	theta_Watterson	30.165450697905	0.626261121796832	106.043791321001	not
I	2744002	2754001	theta_Watterson	32.0484684119192	0.742782418067953	106.043791321001	not
I	2745002	2755001	theta_Watterson	32.0483098335607	0.742772605225643	106.043791321001	not
I	2746002	2756001	theta_Watterson	35.1872753878272	0.937012060654766	106.043791321001	not
I	2747002	2757001	theta_Watterson	35.8140623457731	0.975797690913124	106.043791321001	not
I	2748002	2758001	theta_Watterson	35.657194492384	0.96609069480569	106.043791321001	not
I	2749002	2759001	theta_Watterson	36.4392661321716	1.01448535438149	106.043791321001	not
I	2750002	2760001	theta_Watterson	34.8706624288641	0.917420023830024	106.043791321001	not
I	2751002	2761001	theta_Watterson	34.0861732008559	0.86887576368954	106.043791321001	not
I	2752002	2762001	theta_Watterson	31.534002283365	0.710947210283884	106.043791321001	not
I	2753002	2763001	theta_Watterson	29.9656260924567	0.613895958219022	106.043791321001	not
I	2754002	2764001	theta_Watterson	27.1414760886913	0.439137315826165	106.043791321001	not
I	2755002	2765001	theta_Watterson	23.8466476810261	0.235253053774474	106.043791321001	not
I	2756002	2766001	theta_Watterson	21.6488892470942	0.0992555749899506	106.043791321001	not
I	2757002	2767001	theta_Watterson	18.3563704519435	-0.10448576804294	106.043791321001	not
I	2758002	2768001	theta_Watterson	17.7288990383871	-0.143313752472674	106.043791321001	not
I	2759002	2769001	theta_Watterson	15.6906053089611	-0.269443541781827	106.043791321001	not
I	2760002	2770001	theta_Watterson	15.5391671840573	-0.278814545828857	106.043791321001	not
I	2761002	2771001	theta_Watterson	17.4218059164765	-0.162316700971062	106.043791321001	not
I	2762002	2772001	theta_Watterson	16.1669379199472	-0.239968039307666	106.043791321001	not
I	2763002	2773001	theta_Watterson	16.6376138898409	-0.21084257026534	106.043791321001	not
I	2764002	2774001	theta_Watterson	15.6961074471727	-0.269103069001399	106.043791321001	not
I	2765002	2775001	theta_Watterson	15.8531252616246	-0.259386793290649	106.043791321001	not
I	2766002	2776001	theta_Watterson	15.8529756004578	-0.259396054336378	106.043791321001	not
I	2767002	2777001	theta_Watterson	17.7337585456901	-0.143013045747523	106.043791321001	not
I	2768002	2778001	theta_Watterson	16.3219478651883	-0.230376010714424	106.043791321001	not
I	2769002	2779001	theta_Watterson	16.4777525233619	-0.220734805217337	106.043791321001	not
I	2770002	2780001	theta_Watterson	16.4921759482048	-0.219842282461519	106.043791321001	not
I	2771002	2781001	theta_Watterson	16.9626298472053	-0.190730555184948	106.043791321001	not
I	2772002	2782001	theta_Watterson	17.4331585767891	-0.161614197385512	106.043791321001	not
I	2773002	2783001	theta_Watterson	19.9429688006392	-0.00630692730461624	106.043791321001	not
I	2774002	2784001	theta_Watterson	23.2371937218101	0.197539990951486	106.043791321001	not
I	2775002	2785001	theta_Watterson	25.1248996937584	0.314351397022247	106.043791321001	not
I	2776002	2786001	theta_Watterson	27.952775124058	0.489340569125845	106.043791321001	not
I	2777002	2787001	theta_Watterson	33.2869559144336	0.81942013004195	106.043791321001	not
I	2778002	2788001	theta_Watterson	38.4969113705096	1.14181261670773	106.043791321001	not
I	2779002	2789001	theta_Watterson	41.6343432688748	1.33595716937926	106.043791321001	not
I	2780002	2790001	theta_Watterson	44.4380366459667	1.50944995397398	106.043791321001	not
I	2781002	2791001	theta_Watterson	43.3398868416597	1.44149635069908	106.043791321001	not
I	2782002	2792001	theta_Watterson	45.0658885865647	1.54830148544941	106.043791321001	not
I	2783002	2793001	theta_Watterson	43.4968358997568	1.45120837176075	106.043791321001	not
I	2784002	2794001	theta_Watterson	40.5163466853641	1.26677544571952	106.043791321001	not
I	2785002	2795001	theta_Watterson	40.1973189474107	1.2470339821655	106.043791321001	not
I	2786002	2796001	theta_Watterson	37.6833288850561	1.0914680633225	106.043791321001	not
I	2787002	2797001	theta_Watterson	34.3887325317212	0.887598160812501	106.043791321001	not
I	2788002	2798001	theta_Watterson	31.0611913163143	0.681689627435924	106.043791321001	not
I	2789002	2799001	theta_Watterson	32.002623528191	0.739945532764293	106.043791321001	not
I	2790002	2800001	theta_Watterson	33.88503776886	0.856429486053494	106.043791321001	not
I	2791002	2801001	theta_Watterson	43.7705597062621	1.46814642418421	106.043791321001	not
I	2792002	2802001	theta_Watterson	46.6032898351801	1.64343600545114	106.043791321001	not
I	2793002	2803001	theta_Watterson	53.35174783804	2.06103116054298	106.043791321001	not
I	2794002	2804001	theta_Watterson	57.1185331063339	2.2941201532646	106.043791321001	not
I	2795002	2805001	theta_Watterson	59.4747955389961	2.4399258729694	106.043791321001	not
I	2796002	2806001	theta_Watterson	64.8087563795526	2.769991823372	106.043791321001	not
I	2797002	2807001	theta_Watterson	63.7306065841825	2.70327582235088	106.043791321001	not
I	2798002	2808001	theta_Watterson	69.2225604576322	3.0431183950643	106.043791321001	not
I	2799002	2809001	theta_Watterson	70.6348258718027	3.13050949898929	106.043791321001	not
I	2800002	2810001	theta_Watterson	68.4389007160016	2.9946254636114	106.043791321001	not
I	2801002	2811001	theta_Watterson	61.5403630261848	2.56774336472821	106.043791321001	not
I	2802002	2812001	theta_Watterson	63.5700812945996	2.69334250378075	106.043791321001	not
I	2803002	2813001	theta_Watterson	63.413051736706	2.68362550138483	106.043791321001	not
I	2804002	2814001	theta_Watterson	61.5287555396646	2.56702509247527	106.043791321001	not
I	2805002	2815001	theta_Watterson	59.6452914503616	2.45047617446332	106.043791321001	not
I	2806002	2816001	theta_Watterson	53.3706491050878	2.06220077255522	106.043791321001	not
I	2807002	2817001	theta_Watterson	52.0954039260556	1.9832884924325	106.043791321001	not
I	2808002	2818001	theta_Watterson	45.3485072254932	1.56578995085961	106.043791321001	not
I	2809002	2819001	theta_Watterson	39.865489995307	1.22650037839128	106.043791321001	not
I	2810002	2820001	theta_Watterson	37.826435113752	1.10032348892366	106.043791321001	not
I	2811002	2821001	theta_Watterson	35.7806579865012	0.973730626320742	106.043791321001	not
I	2812002	2822001	theta_Watterson	29.0354896520413	0.556339036189245	106.043791321001	not
I	2813002	2823001	theta_Watterson	21.8168909238811	0.109651533036039	106.043791321001	not
I	2814002	2824001	theta_Watterson	21.0324768263523	0.0611119219760071	106.043791321001	not
I	2815002	2825001	theta_Watterson	20.0925612225344	0.00294986448328538	106.043791321001	not
I	2816002	2826001	theta_Watterson	20.4056216525284	0.0223220705133266	106.043791321001	not
I	2817002	2827001	theta_Watterson	20.0957666731012	0.00314821803694643	106.043791321001	not
I	2818002	2828001	theta_Watterson	20.7250510314386	0.0420883876438977	106.043791321001	not
I	2819002	2829001	theta_Watterson	23.0707060456244	0.187237719391353	106.043791321001	not
I	2820002	2830001	theta_Watterson	24.1686283375323	0.255177244179643	106.043791321001	not
I	2821002	2831001	theta_Watterson	25.2930030195016	0.324753645114391	106.043791321001	not
I	2822002	2832001	theta_Watterson	27.1751927684204	0.441223706834998	106.043791321001	not
I	2823002	2833001	theta_Watterson	27.8025878432603	0.480046967418466	106.043791321001	not
I	2824002	2834001	theta_Watterson	28.5869271102057	0.528581947955633	106.043791321001	not
I	2825002	2835001	theta_Watterson	29.3677052468593	0.576896565447508	106.043791321001	not
I	2826002	2836001	theta_Watterson	30.1520445138047	0.625431545984675	106.043791321001	not
I	2827002	2837001	theta_Watterson	29.9912959330647	0.615484410138755	106.043791321001	not
I	2828002	2838001	theta_Watterson	31.4020504941215	0.702782022344589	106.043791321001	not
I	2829002	2839001	theta_Watterson	29.3620937230711	0.576549323878304	106.043791321001	not
I	2830002	2840001	theta_Watterson	29.9892658142939	0.61535878621658	106.043791321001	not
I	2831002	2841001	theta_Watterson	29.6492303992701	0.594317365819	106.043791321001	not
I	2832002	2842001	theta_Watterson	27.2974269267721	0.448787566948343	106.043791321001	not
I	2833002	2843001	theta_Watterson	27.1403342817369	0.439066660714728	106.043791321001	not
I	2834002	2844001	theta_Watterson	24.3167129207333	0.264340730780926	106.043791321001	not
I	2835002	2845001	theta_Watterson	24.0029023833717	0.244922108043195	106.043791321001	not
I	2836002	2846001	theta_Watterson	22.9048274096481	0.176973135291161	106.043791321001	not
I	2837002	2847001	theta_Watterson	23.6891666765935	0.225508115828328	106.043791321001	not
I	2838002	2848001	theta_Watterson	22.1201821045583	0.128419217087595	106.043791321001	not
I	2839002	2849001	theta_Watterson	22.9044465409203	0.176949567101898	106.043791321001	not
I	2840002	2850001	theta_Watterson	23.6897040540138	0.225541368788794	106.043791321001	not
I	2841002	2851001	theta_Watterson	21.0231759399952	0.0605363823373019	106.043791321001	not
I	2842002	2852001	theta_Watterson	21.1787546344624	0.0701636051810267	106.043791321001	not
I	2843002	2853001	theta_Watterson	22.7477324906869	0.167252088346819	106.043791321001	not
I	2844002	2854001	theta_Watterson	25.4144859983014	0.332271022173188	106.043791321001	not
I	2845002	2855001	theta_Watterson	27.3168455730251	0.449989194429798	106.043791321001	not
I	2846002	2856001	theta_Watterson	29.5294452328619	0.586905049535385	106.043791321001	not
I	2847002	2857001	theta_Watterson	28.4861656986026	0.522346823237088	106.043791321001	not
I	2848002	2858001	theta_Watterson	27.2308469148816	0.444667590150733	106.043791321001	not
I	2849002	2859001	theta_Watterson	25.9759040877689	0.367011621291265	106.043791321001	not
I	2850002	2860001	theta_Watterson	22.0532895068936	0.124279897455699	106.043791321001	not
I	2851002	2861001	theta_Watterson	22.5238176345279	0.15339621800644	106.043791321001	not
I	2852002	2862001	theta_Watterson	24.0924961684187	0.250466179080775	106.043791321001	not
I	2853002	2863001	theta_Watterson	22.8402780012283	0.172978812408998	106.043791321001	not
I	2854002	2864001	theta_Watterson	21.9052030715528	0.115116296243847	106.043791321001	not
I	2855002	2865001	theta_Watterson	21.2601938960685	0.0752030736146347	106.043791321001	not
I	2856002	2866001	theta_Watterson	19.5193241754868	-0.0325220927349076	106.043791321001	not
I	2857002	2867001	theta_Watterson	20.2490179640308	0.0126314209518385	106.043791321001	not
I	2858002	2868001	theta_Watterson	22.1326469516507	0.129190542885662	106.043791321001	not
I	2859002	2869001	theta_Watterson	22.6034759054138	0.158325478582839	106.043791321001	not
I	2860002	2870001	theta_Watterson	23.5457450127268	0.216633171071972	106.043791321001	not
I	2861002	2871001	theta_Watterson	23.7024629050531	0.226330887576089	106.043791321001	not
I	2862002	2872001	theta_Watterson	23.0821488158775	0.187945798987679	106.043791321001	not
I	2863002	2873001	theta_Watterson	21.98355569894	0.119964763489513	106.043791321001	not
I	2864002	2874001	theta_Watterson	21.0362163879465	0.0613433263654635	106.043791321001	not
I	2865002	2875001	theta_Watterson	20.7234127818659	0.0419870126210261	106.043791321001	not
I	2866002	2876001	theta_Watterson	20.5657178717225	0.0322288381713063	106.043791321001	not
I	2867002	2877001	theta_Watterson	20.7224357640488	0.0419265546754233	106.043791321001	not
I	2868002	2878001	theta_Watterson	19.3094103365961	-0.0455115789361	106.043791321001	not
I	2869002	2879001	theta_Watterson	19.4662027574522	-0.0358092506002262	106.043791321001	not
I	2870002	2880001	theta_Watterson	20.8769514509756	0.0514879985221426	106.043791321001	not
I	2871002	2881001	theta_Watterson	20.4063478908083	0.0223670101998421	106.043791321001	not
I	2872002	2882001	theta_Watterson	19.3043890356004	-0.0458222974687176	106.043791321001	not
I	2873002	2883001	theta_Watterson	18.3607509068071	-0.104214705123471	106.043791321001	not
I	2874002	2884001	theta_Watterson	19.6157685645032	-0.0265541057411394	106.043791321001	not
I	2875002	2885001	theta_Watterson	18.2318732071551	-0.112189668137431	106.043791321001	not
I	2876002	2886001	theta_Watterson	19.020669315739	-0.0633788978606746	106.043791321001	not
I	2877002	2887001	theta_Watterson	17.6088586352372	-0.150741862827576	106.043791321001	not
I	2878002	2888001	theta_Watterson	16.9813123910975	-0.189574477780174	106.043791321001	not
I	2879002	2889001	theta_Watterson	16.5105588698674	-0.218704745705791	106.043791321001	not
I	2880002	2890001	theta_Watterson	15.2556160427547	-0.296360714565258	106.043791321001	not
I	2881002	2891001	theta_Watterson	16.041557368795	-0.247726598475067	106.043791321001	not
I	2882002	2892001	theta_Watterson	16.1951517792877	-0.238222163292432	106.043791321001	not
I	2883002	2893001	theta_Watterson	18.5483946716661	-0.0926032929971612	106.043791321001	not
I	2884002	2894001	theta_Watterson	17.9211483496519	-0.131417348743126	106.043791321001	not
I	2885002	2895001	theta_Watterson	16.9488361944023	-0.191584107593381	106.043791321001	not
I	2886002	2896001	theta_Watterson	17.2578905677918	-0.172459796686696	106.043791321001	not
I	2887002	2897001	theta_Watterson	18.1990976881263	-0.114217820042096	106.043791321001	not
I	2888002	2898001	theta_Watterson	18.3559655415154	-0.104510823934662	106.043791321001	not
I	2889002	2899001	theta_Watterson	18.1990976881263	-0.114217820042096	106.043791321001	not
I	2890002	2900001	theta_Watterson	17.4160728493658	-0.162671463651403	106.043791321001	not
I	2891002	2901001	theta_Watterson	17.57133864366	-0.153063603096994	106.043791321001	not
I	2892002	2902001	theta_Watterson	16.9438672301037	-0.191891587526728	106.043791321001	not
I	2893002	2903001	theta_Watterson	15.5317566274764	-0.279273111700262	106.043791321001	not
I	2894002	2904001	theta_Watterson	15.8488645342249	-0.259650447464462	106.043791321001	not
I	2895002	2905001	theta_Watterson	14.9075074528276	-0.317901703712379	106.043791321001	not
I	2896002	2906001	theta_Watterson	14.5936969154661	-0.33732032645011	106.043791321001	not
I	2897002	2907001	theta_Watterson	14.5936969154661	-0.33732032645011	106.043791321001	not
I	2898002	2908001	theta_Watterson	16.1635219334906	-0.240179420840092	106.043791321001	not
I	2899002	2909001	theta_Watterson	15.065446959767	-0.308128393592126	106.043791321001	not
I	2900002	2910001	theta_Watterson	14.2797932646366	-0.356744711057153	106.043791321001	not
I	2901002	2911001	theta_Watterson	13.8094144961155	-0.385851789253273	106.043791321001	not
I	2902002	2912001	theta_Watterson	13.3395652830802	-0.4149260985109	106.043791321001	not
I	2903002	2913001	theta_Watterson	13.351320039909	-0.414198713158734	106.043791321001	not
I	2904002	2914001	theta_Watterson	13.9817445747489	-0.375187989332843	106.043791321001	not
I	2905002	2915001	theta_Watterson	14.138612428138	-0.36548099322541	106.043791321001	not
I	2906002	2916001	theta_Watterson	13.3544976529428	-0.414002082193984	106.043791321001	not
I	2907002	2917001	theta_Watterson	15.0800440402228	-0.307225125012216	106.043791321001	not
I	2908002	2918001	theta_Watterson	13.6670868755873	-0.3946590345148	106.043791321001	not
I	2909002	2919001	theta_Watterson	13.8239547289764	-0.384952038407367	106.043791321001	not
I	2910002	2920001	theta_Watterson	14.4521804896647	-0.346077374912959	106.043791321001	not
I	2911002	2921001	theta_Watterson	13.1970877014893	-0.423742623375743	106.043791321001	not
I	2912002	2922001	theta_Watterson	15.3924833018045	-0.287891356936349	106.043791321001	not
I	2913002	2923001	theta_Watterson	14.9111777546992	-0.317674585120451	106.043791321001	not
I	2914002	2924001	theta_Watterson	13.6496845147904	-0.395735894080777	106.043791321001	not
I	2915002	2925001	theta_Watterson	15.6891920024443	-0.269530997309266	106.043791321001	not
I	2916002	2926001	theta_Watterson	17.2578705363352	-0.172461036234932	106.043791321001	not
I	2917002	2927001	theta_Watterson	14.4342491753316	-0.347186966168734	106.043791321001	not
I	2918002	2928001	theta_Watterson	13.9636456151644	-0.376307954491034	106.043791321001	not
I	2919002	2929001	theta_Watterson	14.1205134685535	-0.366600958383601	106.043791321001	not
I	2920002	2930001	theta_Watterson	15.5315698019233	-0.279284672481373	106.043791321001	not
I	2921002	2931001	theta_Watterson	15.8452306781181	-0.259875310789371	106.043791321001	not
I	2922002	2932001	theta_Watterson	15.5318721449059	-0.279265963471901	106.043791321001	not
I	2923002	2933001	theta_Watterson	14.7464801080697	-0.327866089499432	106.043791321001	not
I	2924002	2934001	theta_Watterson	15.6876123978208	-0.269628743377695	106.043791321001	not
I	2925002	2935001	theta_Watterson	14.4330491959041	-0.34726122099775	106.043791321001	not
I	2926002	2936001	theta_Watterson	12.7075785410532	-0.454033491850371	106.043791321001	not
I	2927002	2937001	theta_Watterson	13.3402811962685	-0.414881797741929	106.043791321001	not
I	2928002	2938001	theta_Watterson	13.1836378346296	-0.424574902280769	106.043791321001	not
I	2929002	2939001	theta_Watterson	13.6565340643428	-0.395312043372002	106.043791321001	not
I	2930002	2940001	theta_Watterson	13.8159219004578	-0.385449110519194	106.043791321001	not
I	2931002	2941001	theta_Watterson	17.4238825284068	-0.162188200048225	106.043791321001	not
I	2932002	2942001	theta_Watterson	18.051579335559	-0.123346268243615	106.043791321001	not
I	2933002	2943001	theta_Watterson	19.9339935762281	-0.0068623149544139	106.043791321001	not
I	2934002	2944001	theta_Watterson	19.1496543092826	-0.0553972954915811	106.043791321001	not
I	2935002	2945001	theta_Watterson	18.9927079610601	-0.0651091488659799	106.043791321001	not
I	2936002	2946001	theta_Watterson	20.2473505639936	0.012528242095747	106.043791321001	not
I	2937002	2947001	theta_Watterson	20.3989871757238	0.0219115285244723	106.043791321001	not
I	2938002	2948001	theta_Watterson	20.5557053679461	0.0316092635861769	106.043791321001	not
I	2939002	2949001	theta_Watterson	21.3379019264083	0.0800116531401941	106.043791321001	not
I	2940002	2950001	theta_Watterson	21.6491176504606	0.0992697086096866	106.043791321001	not
I	2941002	2951001	theta_Watterson	20.0816436380202	0.00227428342514149	106.043791321001	not
I	2942002	2952001	theta_Watterson	20.0810410708584	0.00223699651792852	106.043791321001	not
I	2943002	2953001	theta_Watterson	20.0811910319212	0.00224627612124518	106.043791321001	not
I	2944002	2954001	theta_Watterson	21.0223981522557	0.0604882527658458	106.043791321001	not
I	2945002	2955001	theta_Watterson	23.8474981377587	0.235305680109406	106.043791321001	not
I	2946002	2956001	theta_Watterson	25.1024409648714	0.312961648968874	106.043791321001	not
I	2947002	2957001	theta_Watterson	26.6711194987623	0.410031610043208	106.043791321001	not
I	2948002	2958001	theta_Watterson	26.8280624826307	0.419743255231094	106.043791321001	not
I	2949002	2959001	theta_Watterson	28.2410019718437	0.507176070977037	106.043791321001	not
I	2950002	2960001	theta_Watterson	27.6149252246982	0.468434388623403	106.043791321001	not
I	2951002	2961001	theta_Watterson	28.5573974813962	0.52675465201376	106.043791321001	not
I	2952002	2962001	theta_Watterson	26.991429019389	0.42985239041805	106.043791321001	not
I	2953002	2963001	theta_Watterson	27.1481469117154	0.439550106922167	106.043791321001	not
I	2954002	2964001	theta_Watterson	28.7213641575419	0.536900923877043	106.043791321001	not
I	2955002	2965001	theta_Watterson	26.9938126218041	0.429999887938193	106.043791321001	not
I	2956002	2966001	theta_Watterson	26.0526055014696	0.371757911293593	106.043791321001	not
I	2957002	2967001	theta_Watterson	23.8566800457726	0.235873857358118	106.043791321001	not
I	2958002	2968001	theta_Watterson	23.8565300847098	0.235864577754801	106.043791321001	not
I	2959002	2969001	theta_Watterson	21.3453656607104	0.0804735096535074	106.043791321001	not
I	2960002	2970001	theta_Watterson	22.2851781146342	0.138629184222009	106.043791321001	not
I	2961002	2971001	theta_Watterson	21.8121797272363	0.109360003787027	106.043791321001	not
I	2962002	2972001	theta_Watterson	21.3388660951853	0.0800713159861022	106.043791321001	not
I	2963002	2973001	theta_Watterson	22.2800732155198	0.138313292630703	106.043791321001	not
I	2964002	2974001	theta_Watterson	19.138478566165	-0.0560888514260607	106.043791321001	not
I	2965002	2975001	theta_Watterson	18.6683270101471	-0.0851818696931598	106.043791321001	not
I	2966002	2976001	theta_Watterson	16.1585910170885	-0.240484546366366	106.043791321001	not
I	2967002	2977001	theta_Watterson	16.3152343787274	-0.230791441827526	106.043791321001	not
I	2968002	2978001	theta_Watterson	17.4135338442012	-0.162828577506898	106.043791321001	not
I	2969002	2979001	theta_Watterson	19.9235691595934	-0.00750737874223432	106.043791321001	not
I	2970002	2980001	theta_Watterson	18.8256441469326	-0.0754470718909519	106.043791321001	not
I	2971002	2981001	theta_Watterson	17.7274943426256	-0.14340067516585	106.043791321001	not
I	2972002	2982001	theta_Watterson	20.551265364796	0.0313345158136805	106.043791321001	not
I	2973002	2983001	theta_Watterson	19.4566286083409	-0.0364016997613958	106.043791321001	not
I	2974002	2984001	theta_Watterson	20.2434879391197	0.0122892225400818	106.043791321001	not
I	2975002	2985001	theta_Watterson	20.0861680815813	0.00255425637744719	106.043791321001	not
I	2976002	2986001	theta_Watterson	21.9726777643781	0.119291635973785	106.043791321001	not
I	2977002	2987001	theta_Watterson	23.8669086041751	0.236506801421879	106.043791321001	not
I	2978002	2988001	theta_Watterson	23.0823448454794	0.187957929316118	106.043791321001	not
I	2979002	2989001	theta_Watterson	22.4604266451556	0.149473578193447	106.043791321001	not
I	2980002	2990001	theta_Watterson	21.5190695637583	0.0912223219455296	106.043791321001	not
I	2981002	2991001	theta_Watterson	20.7347302968129	0.0426873414083624	106.043791321001	not
I	2982002	2992001	theta_Watterson	17.9111089358093	-0.13203858852544	106.043791321001	not
I	2983002	2993001	theta_Watterson	19.63656894319	-0.0252669765391818	106.043791321001	not
I	2984002	2994001	theta_Watterson	20.1140069090706	0.00427692538984059	106.043791321001	not
I	2985002	2995001	theta_Watterson	20.5860477083094	0.0334868501881107	106.043791321001	not
I	2986002	2996001	theta_Watterson	21.3671219455147	0.081819790407306	106.043791321001	not
I	2987002	2997001	theta_Watterson	20.7278339328305	0.0422605938186804	106.043791321001	not
I	2988002	2998001	theta_Watterson	20.8847017862196	0.0519675899261138	106.043791321001	not
I	2989002	2999001	theta_Watterson	21.1933341629535	0.0710657876438676	106.043791321001	not
I	2990002	3000001	theta_Watterson	23.7045926010918	0.226462673348069	106.043791321001	not
I	2991002	3001001	theta_Watterson	23.5477247477027	0.216755677240636	106.043791321001	not
I	2992002	3002001	theta_Watterson	25.9014190335602	0.362402479802777	106.043791321001	not
I	2993002	3003001	theta_Watterson	23.2313885191598	0.197180764517825	106.043791321001	not
I	2994002	3004001	theta_Watterson	24.0073488175219	0.245197253766526	106.043791321001	not
I	2995002	3005001	theta_Watterson	24.0093351712511	0.245320169504201	106.043791321001	not
I	2996002	3006001	theta_Watterson	22.9126956088803	0.177460020128747	106.043791321001	not
I	2997002	3007001	theta_Watterson	22.4444524747587	0.148485095170879	106.043791321001	not
I	2998002	3008001	theta_Watterson	21.6605667332449	0.0999781788259846	106.043791321001	not
I	2999002	3009001	theta_Watterson	20.4052491534232	0.0222990202370196	106.043791321001	not
I	3000002	3010001	theta_Watterson	18.9934946978715	-0.0650604655251889	106.043791321001	not
I	3001002	3011001	theta_Watterson	21.3465124987078	0.0805444760863128	106.043791321001	not
I	3002002	3012001	theta_Watterson	19.4632721118508	-0.0359905991992575	106.043791321001	not
I	3003002	3013001	theta_Watterson	22.9153412913774	0.177623735186647	106.043791321001	not
I	3004002	3014001	theta_Watterson	21.3456109178067	0.0804886861834802	106.043791321001	not
I	3005002	3015001	theta_Watterson	23.2263206093324	0.196867161826742	106.043791321001	not
I	3006002	3016001	theta_Watterson	24.3219800981487	0.264666664167302	106.043791321001	not
I	3007002	3017001	theta_Watterson	23.0655051099817	0.186915885051503	106.043791321001	not
I	3008002	3018001	theta_Watterson	24.1639524045658	0.254887897050046	106.043791321001	not
I	3009002	3019001	theta_Watterson	24.1637276129196	0.254873986923865	106.043791321001	not
I	3010002	3020001	theta_Watterson	23.2230851296558	0.196666950069214	106.043791321001	not
I	3011002	3021001	theta_Watterson	20.3994637686522	0.0219410201354122	106.043791321001	not
I	3012002	3022001	theta_Watterson	19.6151245017068	-0.026593960401755	106.043791321001	not
I	3013002	3023001	theta_Watterson	15.8615462156675	-0.258865703938374	106.043791321001	not
I	3014002	3024001	theta_Watterson	18.0643226749457	-0.122557709318697	106.043791321001	not
I	3015002	3025001	theta_Watterson	17.4460892653004	-0.160814045280838	106.043791321001	not
I	3016002	3026001	theta_Watterson	15.4146597762698	-0.286519074810598	106.043791321001	not
I	3017002	3027001	theta_Watterson	16.6719100055605	-0.208720323708141	106.043791321001	not
I	3018002	3028001	theta_Watterson	15.5733103159074	-0.276701765926509	106.043791321001	not
I	3019002	3029001	theta_Watterson	16.5145174362419	-0.218459789281909	106.043791321001	not
I	3020002	3030001	theta_Watterson	19.8077984410763	-0.0146712806489797	106.043791321001	not
I	3021002	3031001	theta_Watterson	22.9493851419386	0.179730371554392	106.043791321001	not
I	3022002	3032001	theta_Watterson	26.7143632844435	0.412707539178524	106.043791321001	not
I	3023002	3033001	theta_Watterson	30.3100224815436	0.635207236062476	106.043791321001	not
I	3024002	3034001	theta_Watterson	30.4613439535714	0.644571021619618	106.043791321001	not
I	3025002	3035001	theta_Watterson	27.9405012517776	0.488581060865385	106.043791321001	not
I	3026002	3036001	theta_Watterson	27.93264864675	0.48809514099851	106.043791321001	not
I	3027002	3037001	theta_Watterson	27.6170603200433	0.46856650850492	106.043791321001	not
I	3028002	3038001	theta_Watterson	32.1666755436942	0.750097085434275	106.043791321001	not
I	3029002	3039001	theta_Watterson	30.2851012972671	0.633665111060198	106.043791321001	not
