Gene	RANGE	N_INFORMATIVE	NumVar	NumPolyVar	V6	OptFreq	Zmax	NumPerm	ActualPerm	Stat	NumGreater	NumEqual	PermPvalue	CHROM	POS	endPOS	size	significant
WBGene00016487	X:1692137-1696979	129	34	34	NA	0.003876	270.398	10000	7430	270.398	1000	0	0.13459	X	1692137	1696979	4842	FALSE
WBGene00008538	IV:14219899-14224440,IV:14219899-14224440,IV:14220978-14224440,IV:14222453-14224440,IV:14222453-14224440,IV:14220978-14224440	129	53	53	NA	0.03876	270.366	10000	4928	270.366	1000	0	0.202922	IV	14219899	14224440	4541	FALSE
WBGene00006682	I:8808991-8811647	129	8	7	NA	0.025057	270.354	10000	9769	270.354	1000	0	0.102365	I	8808991	8811647	2656	FALSE
WBGene00003177	II:10236935-10239695	129	23	22	NA	0.003876	270.344	10000	8745	270.344	1000	0	0.114351	II	10236935	10239695	2760	FALSE
WBGene00015265	X:9173684-9174490	129	13	13	NA	0.003876	270.286	10000	5361	270.286	1000	0	0.186532	X	9173684	9174490	806	FALSE
WBGene00004746	X:11522712-11533450	129	66	65	NA	0.003876	270.267	10000	10000	270.267	814	0	0.0814	X	11522712	11533450	10738	FALSE
WBGene00012560	III:12818457-12820252	129	20	19	NA	0.034884	270.255	10000	10000	270.255	909	0	0.0909	III	12818457	12820252	1795	FALSE
WBGene00020870	V:3275332-3276110	129	40	40	NA	0.003876	270.227	10000	4116	270.227	1000	0	0.242954	V	3275332	3276110	778	FALSE
WBGene00013314	IV:14839218-14840271	129	20	20	NA	0.003876	270.207	10000	6347	270.207	1000	0	0.157555	IV	14839218	14840271	1053	FALSE
WBGene00021783	II:1412408-1420189,II:1412432-1420189	129	312	312	NA	0.025594	270.187	10000	9239	270.187	1000	0	0.108237	II	1412408	1420189	7781	FALSE
WBGene00044299	X:5106259-5107039	129	7	6	NA	0.007752	270.178	10000	6252	270.178	1000	0	0.159949	X	5106259	5107039	780	FALSE
WBGene00017909	I:3974110-3977256,I:3974110-3977351,I:3974110-3977316	129	19	19	NA	0.003876	270.02	10000	7320	270.02	1000	0	0.136612	I	3974110	3977256	3146	FALSE
WBGene00019925	II:911977-913030	129	104	104	NA	0.023256	270.011	10000	4492	270.011	1000	0	0.222618	II	911977	913030	1053	FALSE
WBGene00008170	III:9558675-9559427	129	5	4	NA	0.011628	270.005	10000	5607	270.005	1000	0	0.178348	III	9558675	9559427	752	FALSE
WBGene00016095	V:9030547-9032598	129	4	4	NA	0.024409	269.991	10000	9873	269.991	1000	0	0.101286	V	9030547	9032598	2051	FALSE
WBGene00200818	II:6831862-6832141	129	2	2	NA	0.024855	269.988	10000	7958	269.988	1000	0	0.12566	II	6831862	6832141	279	FALSE
WBGene00195594	II:6831871-6832154	129	2	2	NA	0.024939	269.988	10000	8023	269.988	1000	0	0.124642	II	6831871	6832154	283	FALSE
WBGene00022495	III:1257188-1258414	129	28	28	NA	0.027132	269.981	10000	6530	269.981	1000	0	0.153139	III	1257188	1258414	1226	FALSE
WBGene00012137	I:7480134-7483392	129	12	11	NA	0.025028	269.965	10000	9994	269.965	1000	0	0.10006	I	7480134	7483392	3258	FALSE
WBGene00009180	II:14390719-14407905,II:14390719-14401119,II:14390719-14407905,II:14400057-14407905,II:14404539-14407905,II:14405331-14407905,II:14405331-14407905,II:14400057-14407857,II:14390719-14401120,II:14407007-14407857,II:14390719-14401120	129	173	172	NA	0.003876	269.954	10000	9972	269.954	1000	0	0.100281	II	14390719	14407905	17186	FALSE
WBGene00199865	X:5138763-5138894	129	7	7	NA	0.027132	269.942	10000	7612	269.942	1000	0	0.131372	X	5138763	5138894	131	FALSE
WBGene00016142	III:4935577-4937227	129	6	5	NA	0.007752	269.92	10000	9580	269.92	1000	0	0.104384	III	4935577	4937227	1650	FALSE
WBGene00003422	I:3449326-3462171	129	192	192	NA	0.003876	269.898	10000	7672	269.898	1000	0	0.130344	I	3449326	3462171	12845	FALSE
WBGene00013380	IV:13399066-13400513	129	17	17	NA	0.007752	269.891	10000	5190	269.891	1000	0	0.192678	IV	13399066	13400513	1447	FALSE
WBGene00013521	IV:15311183-15311676	129	11	11	NA	0.046512	269.852	10000	4890	269.852	1000	0	0.204499	IV	15311183	15311676	493	FALSE
WBGene00001194	II:6835080-6847908,II:6837929-6847908,II:6845361-6847908,II:6842408-6847908,II:6840465-6847908	129	52	51	NA	0.003876	269.836	10000	8514	269.836	1000	0	0.117454	II	6835080	6847908	12828	FALSE
WBGene00044293	IV:1723198-1724143	129	9	9	NA	0.007752	269.775	10000	7001	269.775	1000	0	0.142837	IV	1723198	1724143	945	FALSE
WBGene00009857	V:16865740-16867226,V:16865740-16867226	129	94	93	NA	0.025996	269.677	10000	8314	269.677	1000	0	0.120279	V	16865740	16867226	1486	FALSE
WBGene00022282	I:2483202-2483728	129	10	9	NA	0.007752	269.673	10000	6793	269.673	1000	0	0.14721	I	2483202	2483728	526	FALSE
WBGene00016218	III:124790-126419,III:124777-126419,III:124777-125797,III:124790-126419	129	158	158	NA	0.015504	269.665	10000	4629	269.665	1000	0	0.216029	III	124790	126419	1629	FALSE
WBGene00017522	II:2379578-2380274	129	148	148	NA	0.007752	269.661	10000	6110	269.661	1000	0	0.163666	II	2379578	2380274	696	FALSE
WBGene00019352	X:7296162-7298741,X:7296351-7298751	129	16	16	NA	0.023256	269.643	10000	4487	269.643	1000	0	0.222866	X	7296162	7298741	2579	FALSE
WBGene00021918	III:2988254-2990056	129	67	67	NA	0.003876	269.624	10000	8068	269.624	1000	0	0.123946	III	2988254	2990056	1802	FALSE
WBGene00012772	IV:15092880-15098376	129	115	115	NA	0.042636	269.603	10000	4848	269.603	1000	0	0.206271	IV	15092880	15098376	5496	FALSE
WBGene00006483	IV:8631333-8644004,IV:8631333-8644004	129	83	83	NA	0.003876	269.578	10000	5816	269.578	1000	0	0.171939	IV	8631333	8644004	12671	FALSE
WBGene00021607	V:1692560-1693510	129	26	26	NA	0.025352	269.532	10000	5992	269.532	1000	0	0.166889	V	1692560	1693510	950	FALSE
WBGene00003903	X:13522278-13525823,X:13522278-13527415,X:13522278-13527355,X:13522278-13527366,X:13522848-13527415,X:13522848-13525532	129	25	25	NA	0.003876	269.43	10000	6526	269.43	1000	0	0.153233	X	13522278	13525823	3545	FALSE
WBGene00022260	V:3191301-3193233	129	19	18	NA	0.003876	269.415	10000	10000	269.415	945	0	0.0945	V	3191301	3193233	1932	FALSE
WBGene00050891	V:18364857-18365224	129	19	18	NA	0.011628	269.391	10000	6766	269.391	1000	0	0.147798	V	18364857	18365224	367	FALSE
WBGene00008090	X:11690313-11690789	129	5	5	NA	0.003876	269.358	10000	6963	269.358	1000	0	0.143616	X	11690313	11690789	476	FALSE
WBGene00006640	X:4866682-4871059,X:4866682-4874657	129	82	82	NA	0.042636	269.355	10000	4011	269.355	1000	0	0.249314	X	4866682	4871059	4377	FALSE
WBGene00008494	II:13999157-14000065	129	15	15	NA	0.003876	269.295	10000	4852	269.295	1000	0	0.206101	II	13999157	14000065	908	FALSE
WBGene00001961	IV:16254775-16256263	129	28	27	NA	0.003876	269.23	10000	8355	269.23	1000	0	0.119689	IV	16254775	16256263	1488	FALSE
WBGene00044463	IV:1219332-1221206	129	71	71	NA	0.003876	269.23	10000	3838	269.23	1000	0	0.260552	IV	1219332	1221206	1874	FALSE
WBGene00003561	X:4472283-4480116	129	29	29	NA	0.003876	269.217	10000	5104	269.217	1000	0	0.195925	X	4472283	4480116	7833	FALSE
WBGene00196235	I:2831304-2831674	129	4	3	NA	0.024984	269.204	10000	10000	269.204	892	0	0.0892	I	2831304	2831674	370	FALSE
WBGene00007700	III:11790535-11792245	129	6	5	NA	0.024472	269.141	10000	6708	269.141	1000	0	0.149076	III	11790535	11792245	1710	FALSE
WBGene00020361	II:1821025-1823034	129	225	225	NA	0.046512	269.12	10000	5808	269.12	1000	0	0.172176	II	1821025	1823034	2009	FALSE
WBGene00008970	IV:8767687-8770092,IV:8767687-8770067	129	16	15	NA	0.003876	269.089	10000	7864	269.089	1000	0	0.127162	IV	8767687	8770092	2405	FALSE
WBGene00002264	II:13195548-13199603,II:13197030-13199603	129	63	63	NA	0.046512	269.069	10000	3994	269.069	1000	0	0.250376	II	13195548	13199603	4055	FALSE
WBGene00199134	X:8319591-8320273	129	3	3	NA	0.046512	269.064	10000	9664	269.064	1000	0	0.103477	X	8319591	8320273	682	FALSE
WBGene00017996	IV:7703872-7706904,IV:7703872-7706905	129	14	14	NA	0.027132	269.034	10000	6187	269.034	1000	0	0.161629	IV	7703872	7706904	3032	FALSE
WBGene00000092	X:5289727-5298040,X:5289727-5298039,X:5297596-5298026	129	76	75	NA	0.003876	269.014	10000	9229	269.014	1000	0	0.108354	X	5289727	5298040	8313	FALSE
WBGene00006613	V:14183123-14185623,V:14183123-14185601	129	6	6	NA	0.003876	268.961	10000	6855	268.961	1000	0	0.145879	V	14183123	14185623	2500	FALSE
WBGene00014255	II:9663615-9665664	129	8	8	NA	0.007752	268.955	10000	7156	268.955	1000	0	0.139743	II	9663615	9665664	2049	FALSE
WBGene00013940	V:17103409-17104627	129	136	136	NA	0.046512	268.955	10000	6143	268.955	1000	0	0.162787	V	17103409	17104627	1218	FALSE
WBGene00013473	IV:10947231-10948896,IV:10947231-10948880	129	12	12	NA	0.023256	268.905	10000	4750	268.905	1000	0	0.210526	IV	10947231	10948896	1665	FALSE
WBGene00012603	II:12615896-12616166	129	9	8	NA	0.046512	268.898	10000	6801	268.898	1000	0	0.147037	II	12615896	12616166	270	FALSE
WBGene00022852	II:7050671-7051989	129	5	5	NA	0.007752	268.858	10000	6513	268.858	999	1	0.153462	II	7050671	7051989	1318	FALSE
WBGene00011903	X:10886156-10887811	129	14	13	NA	0.011628	268.85	10000	5039	268.85	1000	0	0.198452	X	10886156	10887811	1655	FALSE
WBGene00008289	I:12442298-12443728	129	70	70	NA	0.024671	268.843	10000	5479	268.843	1000	0	0.182515	I	12442298	12443728	1430	FALSE
WBGene00022198	III:2605229-2606500	129	19	18	NA	0.007752	268.816	10000	5163	268.816	1000	0	0.193686	III	2605229	2606500	1271	FALSE
WBGene00012437	IV:9274478-9283115	129	51	51	NA	0.003876	268.783	10000	6699	268.783	1000	0	0.149276	IV	9274478	9283115	8637	FALSE
WBGene00200718	X:11935068-11935155	129	2	1	NA	0.025534	268.775	10000	10000	268.775	699	0	0.0699	X	11935068	11935155	87	FALSE
WBGene00015263	X:9137926-9145656,X:9140442-9144545,X:9137926-9145595	129	63	63	NA	0.003876	268.751	10000	4340	268.751	1000	0	0.230415	X	9137926	9145656	7730	FALSE
WBGene00013438	III:11561150-11562655	129	6	6	NA	0.025976	268.737	10000	4668	268.737	1000	0	0.214225	III	11561150	11562655	1505	FALSE
WBGene00010047	IV:11287810-11294913	129	24	24	NA	0.01938	268.722	10000	5299	268.722	1000	0	0.188715	IV	11287810	11294913	7103	FALSE
WBGene00011123	IV:11184290-11186010,IV:11184242-11186010	129	6	5	NA	0.023256	268.712	10000	5993	268.712	1000	0	0.166861	IV	11184290	11186010	1720	FALSE
WBGene00019717	IV:4487058-4488998	129	26	26	NA	0.003876	268.691	10000	6794	268.691	1000	0	0.147189	IV	4487058	4488998	1940	FALSE
WBGene00021601	V:1811345-1814116	129	47	46	NA	0.003876	268.673	10000	9138	268.673	1000	0	0.109433	V	1811345	1814116	2771	FALSE
WBGene00015914	II:3230816-3234813	129	278	278	NA	0.011628	268.581	10000	5598	268.581	1000	0	0.178635	II	3230816	3234813	3997	FALSE
WBGene00017590	II:3651255-3654276	129	31	31	NA	0.046512	268.546	10000	5617	268.546	1000	0	0.178031	II	3651255	3654276	3021	FALSE
WBGene00044100	V:17431202-17432723	129	99	99	NA	0.046512	268.463	10000	7863	268.463	1000	0	0.127178	V	17431202	17432723	1521	FALSE
WBGene00015286	II:12984-16001	129	16	16	NA	0.031008	268.462	10000	3636	268.462	1000	0	0.275028	II	12984	16001	3017	FALSE
WBGene00009162	I:9774206-9779541,I:9774206-9779541	129	27	26	NA	0.003876	268.419	10000	10000	268.419	942	0	0.0942	I	9774206	9779541	5335	FALSE
WBGene00022685	II:1948692-1949894	129	68	68	NA	0.01938	268.404	10000	9226	268.404	1000	0	0.108389	II	1948692	1949894	1202	FALSE
WBGene00009741	II:13495048-13495896	129	13	13	NA	0.027132	268.347	10000	4902	268.347	1000	0	0.203998	II	13495048	13495896	848	FALSE
WBGene00007200	IV:13860143-13865294,IV:13860436-13861388	129	91	91	NA	0.046512	268.338	10000	5782	268.338	1000	0	0.172951	IV	13860143	13865294	5151	FALSE
WBGene00005116	X:13291805-13292984	129	13	12	NA	0.003876	268.303	10000	5932	268.303	1000	0	0.168577	X	13291805	13292984	1179	FALSE
WBGene00198127	III:10397597-10397729	129	4	4	NA	0.007752	268.294	10000	6823	268.294	1000	0	0.146563	III	10397597	10397729	132	FALSE
WBGene00010079	V:11781122-11783287,V:11781450-11783287,V:11776901-11783287,V:11781122-11783287,V:11781811-11783422	129	47	47	NA	0.003876	268.29	10000	5335	268.29	1000	0	0.187441	V	11781122	11783287	2165	FALSE
WBGene00200197	II:13948957-13949159	129	2	2	NA	0.025057	268.229	10000	6983	268.229	1000	0	0.143205	II	13948957	13949159	202	FALSE
WBGene00017738	I:2432589-2433613	129	11	11	NA	0.011628	268.176	10000	5637	268.176	1000	0	0.177399	I	2432589	2433613	1024	FALSE
WBGene00020861	V:9092597-9094447	129	11	11	NA	0.003876	268.108	10000	7250	268.108	1000	0	0.137931	V	9092597	9094447	1850	FALSE
WBGene00011141	X:11116105-11116768	129	5	5	NA	0.007752	268.106	10000	6651	268.106	1000	0	0.150353	X	11116105	11116768	663	FALSE
WBGene00015496	X:4581597-4585665	129	33	33	NA	0.042636	268.101	10000	4353	268.101	1000	0	0.229727	X	4581597	4585665	4068	FALSE
WBGene00012209	I:12535321-12537671	129	33	32	NA	0.024952	268.059	10000	10000	268.059	866	0	0.0866	I	12535321	12537671	2350	FALSE
WBGene00022209	X:135792-138075	129	13	12	NA	0.034884	268.047	10000	8648	268.047	1000	0	0.115634	X	135792	138075	2283	FALSE
WBGene00206493	IV:13459915-13460987	129	15	15	NA	0.046512	268.042	10000	5042	268.042	1000	0	0.198334	IV	13459915	13460987	1072	FALSE
WBGene00015301	II:4282278-4288210	129	116	116	NA	0.003876	267.995	10000	7885	267.995	1000	0	0.126823	II	4282278	4288210	5932	FALSE
WBGene00011540	V:15418153-15419397	129	12	12	NA	0.003876	267.954	10000	5095	267.954	1000	0	0.196271	V	15418153	15419397	1244	FALSE
WBGene00012989	II:13272633-13304229,II:13272633-13304229,II:13278174-13304229	129	418	417	NA	0.011628	267.92	10000	8945	267.92	1000	0	0.111794	II	13272633	13304229	31596	FALSE
WBGene00020957	V:2638889-2646379	129	193	192	NA	0.046512	267.917	10000	5820	267.917	1000	0	0.171821	V	2638889	2646379	7490	FALSE
WBGene00004298	I:9065086-9070286	129	31	30	NA	0.003876	267.906	10000	10000	267.906	959	0	0.0959	I	9065086	9070286	5200	FALSE
WBGene00018109	II:1753512-1756164	129	299	299	NA	0.015504	267.903	10000	7128	267.903	1000	0	0.140292	II	1753512	1756164	2652	FALSE
WBGene00077450	V:15670431-15671852	129	23	23	NA	0.034884	267.86	10000	5489	267.86	1000	0	0.182183	V	15670431	15671852	1421	FALSE
WBGene00016427	IV:1545299-1550241,IV:1545299-1566195,IV:1545299-1549890	129	465	464	NA	0.003876	267.823	10000	7408	267.823	1000	0	0.134989	IV	1545299	1550241	4942	FALSE
WBGene00044472	IV:3895168-3895502	129	30	30	NA	0.003876	267.746	10000	8421	267.746	1000	0	0.118751	IV	3895168	3895502	334	FALSE
WBGene00022485	III:1243512-1245283	129	147	147	NA	0.046512	267.725	10000	6944	267.725	1000	0	0.144009	III	1243512	1245283	1771	FALSE
WBGene00004891	III:1143171-1145214,III:1143061-1145220,III:1143062-1143443	129	27	27	NA	0.027132	267.711	10000	4212	267.711	1000	0	0.237417	III	1143171	1145214	2043	FALSE
WBGene00013827	V:19878220-19880026	129	42	42	NA	0.007752	267.703	10000	7378	267.703	1000	0	0.135538	V	19878220	19880026	1806	FALSE
WBGene00077468	V:17120012-17120111	129	7	6	NA	0.02639	267.687	10000	10000	267.687	971	0	0.0971	V	17120012	17120111	99	FALSE
WBGene00044519	V:2013417-2013860	129	10	9	NA	0.003876	267.668	10000	8853	267.668	1000	0	0.112956	V	2013417	2013860	443	FALSE
WBGene00045242	III:10004512-10004965,III:10004465-10004965	129	4	4	NA	0.011628	267.631	10000	5334	267.631	1000	0	0.187477	III	10004512	10004965	453	FALSE
WBGene00003232	X:9968628-9974402,X:9968628-9973981	129	29	29	NA	0.003876	267.62	10000	4304	267.62	1000	0	0.232342	X	9968628	9974402	5774	FALSE
WBGene00020984	I:2788769-2790331	129	9	9	NA	0.003876	267.606	10000	6160	267.606	1000	0	0.162338	I	2788769	2790331	1562	FALSE
WBGene00020368	II:4127847-4134867	129	62	62	NA	0.01938	267.599	10000	7388	267.599	1000	0	0.135355	II	4127847	4134867	7020	FALSE
WBGene00022886	II:7561752-7563094	129	13	12	NA	0.023256	267.537	10000	6008	267.537	1000	0	0.166445	II	7561752	7563094	1342	FALSE
WBGene00017440	II:6288412-6290097	129	6	6	NA	0.023256	267.511	10000	5901	267.511	1000	0	0.169463	II	6288412	6290097	1685	FALSE
WBGene00007976	I:8743848-8746925	129	9	8	NA	0.042636	267.478	10000	8543	267.478	1000	0	0.117055	I	8743848	8746925	3077	FALSE
WBGene00012082	V:17423251-17428288	129	198	198	NA	0.003876	267.477	10000	6024	267.477	1000	0	0.166003	V	17423251	17428288	5037	FALSE
WBGene00017511	V:1612802-1614826	129	37	36	NA	0.003876	267.451	10000	7558	267.451	1000	0	0.13231	V	1612802	1614826	2024	FALSE
WBGene00196743	I:9853885-9854158	129	2	2	NA	0.042636	267.451	10000	8178	267.451	1000	0	0.122279	I	9853885	9854158	273	FALSE
WBGene00198561	III:1808399-1808549	129	4	3	NA	0.015504	267.432	10000	10000	267.432	852	0	0.0852	III	1808399	1808549	150	FALSE
WBGene00013368	X:14392866-14394615	129	20	20	NA	0.003876	267.429	10000	6381	267.429	1000	0	0.156715	X	14392866	14394615	1749	FALSE
WBGene00022704	III:8409495-8412019	129	17	17	NA	0.003876	267.422	10000	6438	267.422	1000	0	0.155328	III	8409495	8412019	2524	FALSE
WBGene00011225	IV:10409984-10413928	129	11	11	NA	0.027132	267.413	10000	4995	267.413	1000	0	0.2002	IV	10409984	10413928	3944	FALSE
WBGene00009556	I:14775182-14776663	129	36	36	NA	0.031008	267.351	10000	6144	267.351	1000	0	0.16276	I	14775182	14776663	1481	FALSE
WBGene00018729	X:8713462-8713952	129	5	5	NA	0.03876	267.336	10000	5749	267.336	1000	0	0.173943	X	8713462	8713952	490	FALSE
WBGene00013539	IV:15533166-15539939,IV:15533166-15539559	129	163	162	NA	0.023256	267.33	10000	10000	267.33	982	0	0.0982	IV	15533166	15539939	6773	FALSE
WBGene00194915	IV:13259171-13261576	129	34	34	NA	0.015504	267.29	10000	7946	267.29	1000	0	0.125849	IV	13259171	13261576	2405	FALSE
WBGene00000661	II:13096008-13098275,II:13096008-13096843	129	50	50	NA	0.046512	267.29	10000	5099	267.29	1000	0	0.196117	II	13096008	13098275	2267	FALSE
WBGene00005804	V:15953594-15955032	129	99	98	NA	0.015504	267.186	10000	7252	267.186	1000	0	0.137893	V	15953594	15955032	1438	FALSE
WBGene00010913	II:8214574-8216551	129	12	12	NA	0.007752	267.149	10000	6014	267.149	1000	0	0.166279	II	8214574	8216551	1977	FALSE
WBGene00015555	IV:7032698-7036859,IV:7032698-7036982	129	18	18	NA	0.003876	267.103	10000	5773	267.103	1000	0	0.17322	IV	7032698	7036859	4161	FALSE
WBGene00185098	I:1672854-1676430	129	44	44	NA	0.01938	267.052	10000	5843	267.052	1000	0	0.171145	I	1672854	1676430	3576	FALSE
WBGene00197485	IV:5706884-5706981	129	6	6	NA	0.034884	267.036	10000	6062	267.036	1000	0	0.164962	IV	5706884	5706981	97	FALSE
WBGene00006409	IV:8874146-8876976	129	12	12	NA	0.007752	266.91	10000	5391	266.91	1000	0	0.185494	IV	8874146	8876976	2830	FALSE
WBGene00017864	X:7657517-7660986	129	14	13	NA	0.007752	266.898	10000	6418	266.898	1000	0	0.155812	X	7657517	7660986	3469	FALSE
WBGene00001338	IV:388710-390439	129	12	12	NA	0.003876	266.867	10000	4846	266.867	1000	0	0.206356	IV	388710	390439	1729	FALSE
WBGene00012957	I:11889418-11890747	129	29	29	NA	0.034884	266.848	10000	5683	266.848	1000	0	0.175963	I	11889418	11890747	1329	FALSE
WBGene00015366	V:5181911-5183717	129	43	42	NA	0.042636	266.819	10000	8622	266.819	1000	0	0.115982	V	5181911	5183717	1806	FALSE
WBGene00012887	IV:13788935-13796224	129	135	135	NA	0.03876	266.707	10000	4658	266.707	1000	0	0.214684	IV	13788935	13796224	7289	FALSE
WBGene00005400	V:3066227-3067497	129	164	164	NA	0.003876	266.684	10000	10000	266.684	722	0	0.0722	V	3066227	3067497	1270	FALSE
WBGene00004048	II:14417887-14424891	129	29	28	NA	0.024956	266.677	10000	9462	266.677	1000	0	0.105686	II	14417887	14424891	7004	FALSE
WBGene00000147	I:9232066-9233562	129	8	8	NA	0.046512	266.67	10000	5640	266.67	1000	0	0.177305	I	9232066	9233562	1496	FALSE
WBGene00000524	X:3373250-3374740,X:3373246-3374740	129	10	10	NA	0.023256	266.652	10000	5570	266.652	1000	0	0.179533	X	3373250	3374740	1490	FALSE
WBGene00195657	X:8925639-8925720	129	2	2	NA	0.024587	266.61	10000	7807	266.61	1000	0	0.12809	X	8925639	8925720	81	FALSE
WBGene00022971	X:8925640-8925712	129	2	2	NA	0.024661	266.61	10000	7642	266.61	1000	0	0.130856	X	8925640	8925712	72	FALSE
WBGene00015028	I:5919054-5935416,I:5919054-5935416	129	67	67	NA	0.003876	266.587	10000	7083	266.587	1000	0	0.141183	I	5919054	5935416	16362	FALSE
WBGene00195503	II:2847759-2847816	129	4	4	NA	0.024941	266.555	10000	8806	266.555	1000	0	0.113559	II	2847759	2847816	57	FALSE
WBGene00020130	X:6379483-6384845	129	24	24	NA	0.03876	266.465	10000	5132	266.465	1000	0	0.194856	X	6379483	6384845	5362	FALSE
WBGene00011972	I:7679453-7680840,I:7679453-7683037	129	16	16	NA	0.003876	266.424	10000	5011	266.424	1000	0	0.199561	I	7679453	7680840	1387	FALSE
WBGene00044725	X:3656269-3657328	129	2	1	NA	0.025103	266.415	10000	10000	266.415	744	0	0.0744	X	3656269	3657328	1059	FALSE
WBGene00007608	V:12750029-12751545	129	7	7	NA	0.024602	266.413	10000	5158	266.413	1000	0	0.193874	V	12750029	12751545	1516	FALSE
WBGene00010322	II:10523273-10524474	129	6	5	NA	0.025166	266.402	10000	6008	266.402	1000	0	0.166445	II	10523273	10524474	1201	FALSE
WBGene00008945	V:20158525-20161853	129	102	101	NA	0.003876	266.362	10000	8478	266.362	1000	0	0.117952	V	20158525	20161853	3328	FALSE
WBGene00022069	IV:3032765-3050102,IV:3032765-3050102,IV:3032765-3050102,IV:3032765-3050102,IV:3032765-3050102,IV:3032765-3050102,IV:3032765-3050102,IV:3032765-3050102	129	98	98	NA	0.003876	266.358	10000	4910	266.358	1000	0	0.203666	IV	3032765	3050102	17337	FALSE
WBGene00020545	III:152563-153218	129	67	67	NA	0.023256	266.313	10000	5231	266.313	1000	0	0.191168	III	152563	153218	655	FALSE
WBGene00013518	IV:15259912-15269045	129	143	143	NA	0.042636	266.273	10000	5313	266.273	1000	0	0.188218	IV	15259912	15269045	9133	FALSE
WBGene00014233	III:10137071-10138982	129	8	8	NA	0.023256	266.243	10000	4269	266.243	1000	0	0.234247	III	10137071	10138982	1911	FALSE
WBGene00018158	I:6429607-6431585	129	7	7	NA	0.003876	266.16	10000	7558	266.16	1000	0	0.13231	I	6429607	6431585	1978	FALSE
WBGene00016388	I:10672736-10674858	129	21	21	NA	0.007752	266.151	10000	6845	266.151	1000	0	0.146092	I	10672736	10674858	2122	FALSE
WBGene00045144	IV:14239764-14241419	129	21	21	NA	0.003876	266.139	10000	4802	266.139	1000	0	0.208247	IV	14239764	14241419	1655	FALSE
WBGene00002975	X:11560914-11563708	129	9	8	NA	0.024381	266.089	10000	7486	266.089	1000	0	0.133583	X	11560914	11563708	2794	FALSE
WBGene00001967	X:17551056-17551877	129	3	3	NA	0.003876	266.053	10000	8213	266.053	998	2	0.121636	X	17551056	17551877	821	FALSE
WBGene00022861	X:427060-433799,X:432533-433799,X:427060-429525	129	55	54	NA	0.003876	266.003	10000	7684	266.003	1000	0	0.130141	X	427060	433799	6739	FALSE
WBGene00018587	X:2180897-2185854	129	44	44	NA	0.003876	265.988	10000	7467	265.988	1000	0	0.133923	X	2180897	2185854	4957	FALSE
WBGene00008903	X:12310811-12312730	129	24	24	NA	0.003876	265.962	10000	7615	265.962	1000	0	0.13132	X	12310811	12312730	1919	FALSE
WBGene00018266	V:2262487-2264541	129	135	135	NA	0.011628	265.961	10000	4624	265.961	1000	0	0.216263	V	2262487	2264541	2054	FALSE
WBGene00011469	II:8181385-8182309	129	7	7	NA	0.025285	265.928	10000	5077	265.928	1000	0	0.196967	II	8181385	8182309	924	FALSE
WBGene00006216	IV:4864979-4867659	129	15	15	NA	0.003876	265.904	10000	4235	265.904	1000	0	0.236128	IV	4864979	4867659	2680	FALSE
WBGene00012170	IV:10070269-10072626	129	10	10	NA	0.003876	265.898	10000	5259	265.898	1000	0	0.19015	IV	10070269	10072626	2357	FALSE
WBGene00014154	II:11906576-11908599	129	20	20	NA	0.003876	265.876	10000	4493	265.876	1000	0	0.222568	II	11906576	11908599	2023	FALSE
WBGene00013459	IV:14342657-14343833	129	10	10	NA	0.03876	265.84	10000	4939	265.84	1000	0	0.20247	IV	14342657	14343833	1176	FALSE
WBGene00017719	V:2127534-2130064,V:2127534-2129968	129	65	64	NA	0.034884	265.838	10000	10000	265.838	865	0	0.0865	V	2127534	2130064	2530	FALSE
WBGene00011601	IV:10558720-10561116,IV:10558720-10561198	129	14	13	NA	0.003876	265.821	10000	7473	265.821	1000	0	0.133815	IV	10558720	10561116	2396	FALSE
WBGene00011910	IV:11704364-11708237,IV:11704250-11708237	129	15	14	NA	0.015504	265.81	10000	8466	265.81	1000	0	0.11812	IV	11704364	11708237	3873	FALSE
WBGene00199273	III:5814759-5814819	129	5	4	NA	0.007752	265.767	10000	10000	265.767	951	0	0.0951	III	5814759	5814819	60	FALSE
WBGene00008745	X:10675698-10677109	129	7	7	NA	0.003876	265.752	10000	5314	265.752	999	1	0.188088	X	10675698	10677109	1411	FALSE
WBGene00017519	II:2369255-2370089	129	16	16	NA	0.027132	265.712	10000	5477	265.712	1000	0	0.182582	II	2369255	2370089	834	FALSE
WBGene00006639	V:19154105-19157705	129	79	79	NA	0.025114	265.671	10000	4371	265.671	1000	0	0.228781	V	19154105	19157705	3600	FALSE
WBGene00020447	IV:7384711-7388938,IV:7385079-7386814,IV:7384711-7386823	129	23	23	NA	0.003876	265.588	10000	6080	265.588	1000	0	0.164474	IV	7384711	7388938	4227	FALSE
WBGene00000822	X:14684876-14688365	129	27	27	NA	0.003876	265.525	10000	5240	265.525	1000	0	0.19084	X	14684876	14688365	3489	FALSE
WBGene00004213	III:3590733-3611993,III:3599135-3611993,III:3595221-3611993	129	192	192	NA	0.007752	265.471	10000	5054	265.471	1000	0	0.197863	III	3590733	3611993	21260	FALSE
WBGene00013601	I:13598617-13603393	129	72	67	NA	0.042636	265.461	10000	7651	265.461	1000	0	0.130702	I	13598617	13603393	4776	FALSE
