Gene	RANGE	N_INFORMATIVE	NumVar	NumPolyVar	Q	Pvalue	NumPerm	ActualPerm	Stat	NumGreater	NumEqual	PermPvalue	CHROM	POS	endPOS	size	significant
WBGene00014029	III:8924253-8925336,III:8922291-8925336	129	23	22	7000790	0.0947292	10000	10000	7000790	853	0	0.0853	III	8924253	8925336	1083	FALSE
WBGene00235332	V:6549447-6549792	129	2	2	660404	0.0948732	10000	10000	660404	997	0	0.0997	V	6549447	6549792	345	FALSE
WBGene00019148	X:8507875-8514140	129	53	53	14620200	0.0949241	10000	10000	14620200	919	0	0.0919	X	8507875	8514140	6265	FALSE
WBGene00000245	X:6201907-6204746	129	27	26	13126700	0.0949589	10000	10000	13126700	921	0	0.0921	X	6201907	6204746	2839	FALSE
WBGene00000544	I:12073070-12084221	129	326	326	60899500	0.0949752	10000	10000	60899500	938	0	0.0938	I	12073070	12084221	11151	FALSE
WBGene00020580	II:6634914-6636163	129	3	3	1183380	0.0949912	10000	10000	1183380	895	0	0.0895	II	6634914	6636163	1249	FALSE
WBGene00009128	I:9159014-9159522,I:9159024-9159757	129	3	3	1278800	0.0949988	10000	10000	1278800	917	0	0.0917	I	9159014	9159522	508	FALSE
WBGene00015496	X:4581597-4585665	129	33	33	10008100	0.0950301	10000	10000	10008100	958	0	0.0958	X	4581597	4585665	4068	FALSE
WBGene00022781	II:5278136-5282517,II:5278136-5282523,II:5278136-5282337,II:5278136-5280279,II:5278136-5280243,II:5278136-5280109,II:5278136-5280189,II:5278136-5280455,II:5278136-5282525,II:5278136-5280279,II:5278136-5282523,II:5278136-5282517,II:5278136-5282517,II:5278136-5282517,II:5278136-5282517,II:5278136-5282517,II:5278136-5282517,II:5278136-5280279,II:5278136-5282523,II:5278136-5282517,II:5278136-5282517,II:5278136-5282517,II:5278136-5280455,II:5278136-5282525	129	12	12	4955490	0.0951341	10000	10000	4955490	916	0	0.0916	II	5278136	5282517	4381	FALSE
WBGene00021007	I:2235607-2241167	129	84	84	15187000	0.0951405	10000	9629	15187000	1000	0	0.103853	I	2235607	2241167	5560	FALSE
WBGene00021783	II:1412408-1420189,II:1412432-1420189	129	312	312	62673100	0.0952237	10000	10000	62673100	953	0	0.0953	II	1412408	1420189	7781	FALSE
WBGene00019067	IV:930491-935699	129	88	88	21019500	0.0952687	10000	10000	21019500	984	0	0.0984	IV	930491	935699	5208	FALSE
WBGene00004358	V:5428196-5430431,V:5428159-5430431	129	15	15	5385160	0.095293	10000	10000	5385160	874	0	0.0874	V	5428196	5430431	2235	FALSE
WBGene00012306	III:13726639-13731651,III:13726639-13731679,III:13726652-13731679,III:13726639-13731651,III:13726639-13731679	129	37	36	10036200	0.0953373	10000	10000	10036200	887	0	0.0887	III	13726639	13731651	5012	FALSE
WBGene00196414	II:5966777-5966979	129	5	4	790822	0.0953414	10000	10000	790822	957	0	0.0957	II	5966777	5966979	202	FALSE
WBGene00017984	V:4369350-4371360	129	22	21	7388320	0.0953471	10000	10000	7388320	899	0	0.0899	V	4369350	4371360	2010	FALSE
WBGene00013550	III:12216777-12218634	129	52	51	15768700	0.0953827	10000	10000	15768700	985	0	0.0985	III	12216777	12218634	1857	FALSE
WBGene00197655	X:8001814-8002006	129	4	3	2828850	0.095399	10000	10000	2828850	968	0	0.0968	X	8001814	8002006	192	FALSE
WBGene00015529	X:8857120-8857954,X:8857050-8857954	129	6	6	1138580	0.0954616	10000	9449	1138580	1000	0	0.105831	X	8857120	8857954	834	FALSE
WBGene00019289	II:7425934-7431390	129	17	17	4230990	0.0954748	10000	10000	4230990	923	0	0.0923	II	7425934	7431390	5456	FALSE
WBGene00008993	V:15517710-15519681	129	8	8	1627310	0.0954876	10000	10000	1627310	970	0	0.097	V	15517710	15519681	1971	FALSE
WBGene00016798	IV:1159636-1160484,IV:1159636-1160482	129	13	12	3122150	0.0954932	10000	10000	3122150	987	0	0.0987	IV	1159636	1160484	848	FALSE
WBGene00000968	I:9647602-9649218	129	8	8	2632420	0.0955741	10000	10000	2632420	949	0	0.0949	I	9647602	9649218	1616	FALSE
WBGene00021807	III:3263681-3266608	129	53	53	11721200	0.095623	10000	10000	11721200	898	0	0.0898	III	3263681	3266608	2927	FALSE
WBGene00017380	X:3333129-3347259,X:3344690-3347259,X:3334525-3347259	129	104	104	22448300	0.0956295	10000	9511	22448300	1000	0	0.105141	X	3333129	3347259	14130	FALSE
WBGene00019438	IV:4197466-4198365	129	5	5	3200580	0.0956296	10000	10000	3200580	977	0	0.0977	IV	4197466	4198365	899	FALSE
WBGene00022390	I:889931-895099,I:889931-895099,I:889931-891627	129	133	133	27384900	0.0956456	10000	10000	27384900	945	0	0.0945	I	889931	895099	5168	FALSE
WBGene00012859	III:10558188-10561706	129	27	27	8202320	0.0956484	10000	10000	8202320	915	0	0.0915	III	10558188	10561706	3518	FALSE
WBGene00022188	III:2834662-2836261	129	78	78	22067500	0.0956497	10000	10000	22067500	905	0	0.0905	III	2834662	2836261	1599	FALSE
WBGene00006641	I:8928747-8931077	129	14	14	3608250	0.0956534	10000	10000	3608250	929	0	0.0929	I	8928747	8931077	2330	FALSE
WBGene00012966	III:11009042-11010595	129	18	18	4431560	0.0956975	10000	10000	4431560	992	0	0.0992	III	11009042	11010595	1553	FALSE
WBGene00045433	I:10926885-10933705,I:10926944-10933705	129	55	55	11215600	0.0957232	10000	10000	11215600	897	0	0.0897	I	10926885	10933705	6820	FALSE
WBGene00004026	V:16833315-16839071	129	151	151	36779800	0.0957546	10000	10000	36779800	804	0	0.0804	V	16833315	16839071	5756	FALSE
WBGene00012895	II:12679953-12686713	129	161	160	58744300	0.0958023	10000	10000	58744300	916	0	0.0916	II	12679953	12686713	6760	FALSE
WBGene00002040	I:585819-607571,I:585819-607571	129	267	266	84062500	0.0958457	10000	10000	84062500	976	0	0.0976	I	585819	607571	21752	FALSE
WBGene00016455	I:10836985-10838877	129	13	13	2572890	0.0958526	10000	9744	2572890	1000	0	0.102627	I	10836985	10838877	1892	FALSE
WBGene00021125	I:2845858-2849792,I:2845858-2849792	129	35	35	6547060	0.0958617	10000	9369	6547060	1000	0	0.106735	I	2845858	2849792	3934	FALSE
WBGene00001676	I:5942576-5945537,I:5942418-5945537	129	11	10	3236300	0.09594	10000	10000	3236300	817	0	0.0817	I	5942576	5945537	2961	FALSE
WBGene00010500	I:8526746-8529271	129	6	5	3729020	0.0959713	10000	10000	3729020	943	0	0.0943	I	8526746	8529271	2525	FALSE
WBGene00013998	IV:17255300-17257557	129	13	13	3727800	0.0960097	10000	10000	3727800	898	0	0.0898	IV	17255300	17257557	2257	FALSE
WBGene00006593	I:443998-461607	129	179	179	44557100	0.0960113	10000	10000	44557100	862	0	0.0862	I	443998	461607	17609	FALSE
WBGene00013786	IV:16924391-16927162	129	37	37	8594660	0.0961702	10000	10000	8594660	996	0	0.0996	IV	16924391	16927162	2771	FALSE
WBGene00017057	II:2622662-2623576	129	46	46	10995700	0.0961783	10000	10000	10995700	900	0	0.09	II	2622662	2623576	914	FALSE
WBGene00001606	IV:17272230-17273652	129	6	5	1582510	0.0963401	10000	10000	1582510	968	0	0.0968	IV	17272230	17273652	1422	FALSE
WBGene00008376	V:10785795-10791051,V:10785800-10791051,V:10785800-10791051,V:10785795-10791051,V:10785795-10791051,V:10785795-10791051,V:10785800-10791051,V:10785795-10791051,V:10785800-10791051	129	31	31	7403040	0.0963796	10000	10000	7403040	886	0	0.0886	V	10785795	10791051	5256	FALSE
WBGene00200554	X:9090816-9090918	129	2	2	945577	0.0964691	10000	10000	945577	998	0	0.0998	X	9090816	9090918	102	FALSE
WBGene00002104	III:10023803-10024120	129	4	4	929417	0.0964716	10000	9902	929417	1000	0	0.10099	III	10023803	10024120	317	FALSE
WBGene00008163	I:12326440-12327030	129	18	17	3891960	0.096514	10000	9700	3891960	1000	0	0.103093	I	12326440	12327030	590	FALSE
WBGene00016320	I:3796152-3796696	129	3	3	945420	0.0965599	10000	10000	945420	935	0	0.0935	I	3796152	3796696	544	FALSE
WBGene00004044	IV:7470858-7473209,IV:7470858-7473340	129	12	12	2679610	0.0965843	10000	10000	2679610	867	0	0.0867	IV	7470858	7473209	2351	FALSE
WBGene00021762	I:1998343-1998868	129	16	15	3482800	0.096602	10000	10000	3482800	977	0	0.0977	I	1998343	1998868	525	FALSE
WBGene00020894	II:6492401-6493772	129	5	5	943912	0.0966236	10000	9526	943912	1000	0	0.104976	II	6492401	6493772	1371	FALSE
WBGene00021500	X:17256234-17256780	129	7	7	1384680	0.096702	10000	8990	1384680	1000	0	0.111235	X	17256234	17256780	546	FALSE
WBGene00016393	I:10685821-10687058	129	11	10	4096590	0.0967232	10000	9985	4096590	1000	0	0.10015	I	10685821	10687058	1237	FALSE
WBGene00021584	IV:3948428-3952262	129	146	146	53390700	0.0967393	10000	10000	53390700	857	0	0.0857	IV	3948428	3952262	3834	FALSE
WBGene00011281	III:4204428-4205816	129	10	9	3154710	0.0968521	10000	10000	3154710	925	0	0.0925	III	4204428	4205816	1388	FALSE
WBGene00020982	IV:4062566-4063673	129	13	13	2660950	0.0968543	10000	10000	2660950	975	0	0.0975	IV	4062566	4063673	1107	FALSE
WBGene00009959	I:8947333-8948711,I:8947333-8948641	129	8	8	2117760	0.0968819	10000	10000	2117760	884	0	0.0884	I	8947333	8948711	1378	FALSE
WBGene00198780	IV:16388548-16388640	129	3	3	3074920	0.0969233	10000	9778	3074920	1000	0	0.10227	IV	16388548	16388640	92	FALSE
WBGene00017955	II:6805064-6807245	129	6	6	1018710	0.096924	10000	8063	1018710	1000	0	0.124023	II	6805064	6807245	2181	FALSE
WBGene00004435	III:5705520-5706127,III:5705562-5706127,III:5705512-5706326	129	8	8	2023830	0.0969436	10000	10000	2023830	957	0	0.0957	III	5705520	5706127	607	FALSE
WBGene00011487	V:17084998-17090023,V:17088679-17090023	129	186	186	40439200	0.096959	10000	10000	40439200	940	0	0.094	V	17084998	17090023	5025	FALSE
WBGene00001396	IV:9799428-9802231,IV:9799429-9802231,IV:9800225-9802231,IV:9799429-9802231,IV:9801520-9802226,IV:9800820-9802226,IV:9801028-9802226	129	14	14	3216220	0.0969785	10000	10000	3216220	958	0	0.0958	IV	9799428	9802231	2803	FALSE
WBGene00004230	V:1170128-1174814	129	57	57	12700400	0.0970033	10000	10000	12700400	934	0	0.0934	V	1170128	1174814	4686	FALSE
WBGene00001620	X:3496025-3499165,X:3496623-3499165	129	12	12	3476540	0.0970669	10000	10000	3476540	796	0	0.0796	X	3496025	3499165	3140	FALSE
WBGene00001433	I:12916440-12918109	129	12	12	2549980	0.0970806	10000	9739	2549980	1000	0	0.10268	I	12916440	12918109	1669	FALSE
WBGene00006228	IV:4427712-4429782	129	18	17	5054210	0.0971121	10000	10000	5054210	808	0	0.0808	IV	4427712	4429782	2070	FALSE
WBGene00016990	V:5592706-5593608	129	5	5	1297560	0.0971448	10000	10000	1297560	837	0	0.0837	V	5592706	5593608	902	FALSE
WBGene00006433	II:9350651-9352731,II:9350651-9352797	129	17	17	3815440	0.0972033	10000	10000	3815440	863	0	0.0863	II	9350651	9352731	2080	FALSE
WBGene00017823	V:7955412-7956354	129	8	7	1811510	0.0972127	10000	10000	1811510	882	0	0.0882	V	7955412	7956354	942	FALSE
WBGene00175027	V:6692246-6694723	129	35	35	10097600	0.0972226	10000	10000	10097600	960	0	0.096	V	6692246	6694723	2477	FALSE
WBGene00022482	III:1259423-1260184	129	93	93	26175800	0.0972372	10000	10000	26175800	924	0	0.0924	III	1259423	1260184	761	FALSE
WBGene00018104	II:1758351-1760667,II:1758325-1760667	129	220	220	52286300	0.0972451	10000	9979	52286300	1000	0	0.10021	II	1758351	1760667	2316	FALSE
WBGene00017094	V:9373953-9374842	129	8	8	1664680	0.0973192	10000	9529	1664680	1000	0	0.104943	V	9373953	9374842	889	FALSE
WBGene00010388	IV:14129390-14131061	129	14	14	5629080	0.0973376	10000	10000	5629080	967	0	0.0967	IV	14129390	14131061	1671	FALSE
WBGene00005197	V:11163205-11164575	129	7	7	1430920	0.097368	10000	9252	1430920	1000	0	0.108085	V	11163205	11164575	1370	FALSE
WBGene00022087	IV:2497816-2530299,IV:2504326-2530299,IV:2518837-2530299,IV:2526590-2530299	129	956	955	258707000	0.0973865	10000	10000	258707000	944	0	0.0944	IV	2497816	2530299	32483	FALSE
WBGene00000930	X:10075287-10076358	129	7	7	1639200	0.0975288	10000	9460	1639200	1000	0	0.105708	X	10075287	10076358	1071	FALSE
WBGene00011509	II:8053136-8054965,II:8053157-8054965	129	9	9	4077020	0.0975308	10000	10000	4077020	968	0	0.0968	II	8053136	8054965	1829	FALSE
WBGene00009667	I:8610893-8612602	129	10	9	3735500	0.0975322	10000	10000	3735500	923	0	0.0923	I	8610893	8612602	1709	FALSE
WBGene00014238	I:13214094-13216223	129	41	41	8277820	0.0975399	10000	9136	8277820	1000	0	0.109457	I	13214094	13216223	2129	FALSE
WBGene00017102	III:2456244-2457764,III:2456179-2457764	129	15	15	4135830	0.0975665	10000	9863	4135830	1000	0	0.101389	III	2456244	2457764	1520	FALSE
WBGene00019754	V:5617653-5618341	129	4	4	1029290	0.0975981	10000	10000	1029290	958	0	0.0958	V	5617653	5618341	688	FALSE
WBGene00003387	I:3035237-3047794	129	303	303	69857900	0.09763	10000	10000	69857900	911	0	0.0911	I	3035237	3047794	12557	FALSE
WBGene00012103	I:12476646-12478588	129	18	18	3330790	0.0977703	10000	9601	3330790	1000	0	0.104156	I	12476646	12478588	1942	FALSE
WBGene00021322	X:5253000-5255068	129	9	9	2756860	0.0978307	10000	10000	2756860	996	0	0.0996	X	5253000	5255068	2068	FALSE
WBGene00003842	I:9888356-9892223,I:9888356-9891544	129	22	21	10550500	0.0978645	10000	10000	10550500	979	0	0.0979	I	9888356	9892223	3867	FALSE
WBGene00009756	V:20596209-20597244	129	12	12	4127650	0.0978816	10000	10000	4127650	963	0	0.0963	V	20596209	20597244	1035	FALSE
WBGene00005880	V:4113334-4114727	129	106	106	27012100	0.0979091	10000	9512	27012100	1000	0	0.10513	V	4113334	4114727	1393	FALSE
WBGene00001134	II:9324873-9329664	129	20	19	6282320	0.0979433	10000	10000	6282320	916	0	0.0916	II	9324873	9329664	4791	FALSE
WBGene00016409	III:5249074-5254191	129	18	18	3847910	0.0979901	10000	10000	3847910	971	0	0.0971	III	5249074	5254191	5117	FALSE
WBGene00011444	X:11667157-11672269	129	30	30	8113340	0.0981224	10000	9426	8113340	1000	0	0.10609	X	11667157	11672269	5112	FALSE
WBGene00007918	II:8699045-8701668,II:8699045-8701554,II:8699045-8701597,II:8699045-8701196,II:8699045-8701597,II:8699045-8700882	129	9	9	2774850	0.0981251	10000	10000	2774850	865	0	0.0865	II	8699045	8701668	2623	FALSE
WBGene00195726	V:19801652-19801745	129	3	2	527486	0.098133	10000	10000	527486	779	0	0.0779	V	19801652	19801745	93	FALSE
WBGene00201785	V:19801652-19801745	129	3	2	527486	0.0981354	10000	10000	527486	800	0	0.08	V	19801652	19801745	93	FALSE
WBGene00007027	III:12714565-12743929,III:12714565-12728642,III:12732495-12743929,III:12715722-12743929	129	738	737	221812000	0.0981811	10000	10000	221812000	961	0	0.0961	III	12714565	12743929	29364	FALSE
WBGene00012545	III:12829367-12837265	129	113	113	27441100	0.0982037	10000	10000	27441100	873	0	0.0873	III	12829367	12837265	7898	FALSE
WBGene00007200	IV:13860143-13865294,IV:13860436-13861388	129	91	91	18086700	0.0982312	10000	9595	18086700	1000	0	0.104221	IV	13860143	13865294	5151	FALSE
WBGene00021633	I:3601290-3602858	129	8	8	1839620	0.0982694	10000	10000	1839620	982	0	0.0982	I	3601290	3602858	1568	FALSE
WBGene00219419	V:18948151-18948354	129	3	3	2937260	0.0983047	10000	9587	2937260	1000	0	0.104308	V	18948151	18948354	203	FALSE
WBGene00017954	II:6799118-6800144	129	4	4	2794190	0.0983193	10000	9919	2794190	1000	0	0.100817	II	6799118	6800144	1026	FALSE
WBGene00001821	X:4554691-4559386,X:4554690-4558855,X:4557134-4558855	129	29	28	15633900	0.0983602	10000	10000	15633900	987	0	0.0987	X	4554691	4559386	4695	FALSE
WBGene00007625	III:4171335-4172162,III:4171335-4172178,III:4171264-4172180	129	4	4	842774	0.0984699	10000	10000	842774	927	0	0.0927	III	4171335	4172162	827	FALSE
WBGene00017612	X:1417303-1417702	129	11	11	3399590	0.0984823	10000	10000	3399590	953	0	0.0953	X	1417303	1417702	399	FALSE
WBGene00012318	V:20732086-20733206	129	7	7	2097550	0.0984846	10000	10000	2097550	932	0	0.0932	V	20732086	20733206	1120	FALSE
WBGene00021617	V:4410616-4412401	129	25	25	5460230	0.0984913	10000	9532	5460230	1000	0	0.10491	V	4410616	4412401	1785	FALSE
WBGene00008585	X:11302073-11305873	129	28	28	6115380	0.098508	10000	9988	6115380	1000	0	0.10012	X	11302073	11305873	3800	FALSE
WBGene00007232	V:15089101-15089499	129	4	4	872120	0.0985376	10000	9403	872120	1000	0	0.106349	V	15089101	15089499	398	FALSE
WBGene00020197	X:5165394-5168780	129	23	22	8404580	0.0985576	10000	10000	8404580	928	0	0.0928	X	5165394	5168780	3386	FALSE
WBGene00021124	III:201278-207092	129	244	244	71948200	0.098564	10000	10000	71948200	963	0	0.0963	III	201278	207092	5814	FALSE
WBGene00202009	V:3205888-3206113	129	4	3	458321	0.0985652	10000	7642	458321	1000	0	0.130856	V	3205888	3206113	225	FALSE
WBGene00005288	II:12508949-12510135	129	27	27	7648930	0.0985999	10000	9982	7648930	1000	0	0.10018	II	12508949	12510135	1186	FALSE
WBGene00201088	X:3659021-3659162	129	2	2	979804	0.0986603	10000	10000	979804	978	0	0.0978	X	3659021	3659162	141	FALSE
WBGene00012157	II:11444161-11445255	129	5	5	2394030	0.0986922	10000	10000	2394030	996	0	0.0996	II	11444161	11445255	1094	FALSE
WBGene00021390	V:6067810-6070068	129	23	23	5994710	0.0987559	10000	9794	5994710	1000	0	0.102103	V	6067810	6070068	2258	FALSE
WBGene00017021	II:7459487-7460460	129	4	4	3138910	0.0987752	10000	9367	3138910	1000	0	0.106758	II	7459487	7460460	973	FALSE
WBGene00010828	IV:12836509-12840674,IV:12836509-12840674	129	153	152	61274600	0.0988012	10000	10000	61274600	885	0	0.0885	IV	12836509	12840674	4165	FALSE
WBGene00000964	IV:9978185-9980770	129	14	14	3339960	0.0988087	10000	10000	3339960	987	0	0.0987	IV	9978185	9980770	2585	FALSE
WBGene00006895	III:146982-150176	129	345	345	96570300	0.0988861	10000	10000	96570300	975	0	0.0975	III	146982	150176	3194	FALSE
WBGene00189943	V:19820567-19822191	129	108	108	28288200	0.0989176	10000	10000	28288200	881	0	0.0881	V	19820567	19822191	1624	FALSE
WBGene00206355	II:8694426-8695814	129	11	10	3390380	0.0989833	10000	10000	3390380	949	0	0.0949	II	8694426	8695814	1388	FALSE
WBGene00197414	X:9699772-9699889	129	3	2	830480	0.0989875	10000	10000	830480	960	0	0.096	X	9699772	9699889	117	FALSE
WBGene00021304	V:1895796-1906560	129	158	158	36416200	0.0990572	10000	10000	36416200	945	0	0.0945	V	1895796	1906560	10764	FALSE
WBGene00017675	I:4911802-4914047	129	17	17	5802100	0.0990639	10000	10000	5802100	906	0	0.0906	I	4911802	4914047	2245	FALSE
WBGene00000267	III:13134659-13139163,III:13134013-13139163,III:13134013-13139614,III:13133922-13139614	129	81	81	21035600	0.0990649	10000	10000	21035600	884	0	0.0884	III	13134659	13139163	4504	FALSE
WBGene00019043	II:1693295-1694615	129	22	22	4528680	0.0990898	10000	9574	4528680	1000	0	0.10445	II	1693295	1694615	1320	FALSE
WBGene00022663	III:5345254-5346117,III:5345349-5346117	129	16	15	3941630	0.0990937	10000	10000	3941630	930	0	0.093	III	5345254	5346117	863	FALSE
WBGene00006691	III:13486642-13489179,III:13486642-13492430,III:13486642-13489504	129	29	28	8123750	0.0991378	10000	10000	8123750	973	0	0.0973	III	13486642	13489179	2537	FALSE
WBGene00016796	IV:1170705-1177065,IV:1170994-1177065,IV:1171578-1177065,IV:1174652-1177065,IV:1176480-1177065	129	174	173	53862500	0.0991773	10000	10000	53862500	979	0	0.0979	IV	1170705	1177065	6360	FALSE
WBGene00011735	III:13614698-13622226,III:13614698-13622489	129	42	41	11482300	0.0991836	10000	10000	11482300	897	0	0.0897	III	13614698	13622226	7528	FALSE
WBGene00015287	II:6663-9233	129	16	15	6720040	0.0992072	10000	10000	6720040	929	0	0.0929	II	6663	9233	2570	FALSE
WBGene00018815	II:1400404-1401371	129	72	72	16565700	0.0992184	10000	10000	16565700	804	0	0.0804	II	1400404	1401371	967	FALSE
WBGene00012877	IV:13656412-13659547	129	39	38	10564400	0.0992285	10000	10000	10564400	965	0	0.0965	IV	13656412	13659547	3135	FALSE
WBGene00019911	I:1089665-1095796	129	100	100	22787300	0.0992456	10000	10000	22787300	967	0	0.0967	I	1089665	1095796	6131	FALSE
WBGene00002264	II:13195548-13199603,II:13197030-13199603	129	63	63	16337800	0.0992503	10000	10000	16337800	888	0	0.0888	II	13195548	13199603	4055	FALSE
WBGene00007019	III:2598060-2603221	129	118	118	33024400	0.0992757	10000	10000	33024400	854	0	0.0854	III	2598060	2603221	5161	FALSE
WBGene00015241	III:1894057-1899856	129	165	164	38753300	0.099312	10000	10000	38753300	991	0	0.0991	III	1894057	1899856	5799	FALSE
WBGene00044544	V:5854849-5855332,V:5854847-5856414	129	16	15	7177990	0.0994329	10000	10000	7177990	966	0	0.0966	V	5854849	5855332	483	FALSE
WBGene00197771	X:13130022-13130155	129	3	2	893690	0.0994951	10000	10000	893690	976	0	0.0976	X	13130022	13130155	133	FALSE
WBGene00005116	X:13291805-13292984	129	13	12	4097070	0.0995553	10000	10000	4097070	976	0	0.0976	X	13291805	13292984	1179	FALSE
WBGene00006887	X:9216875-9224324,X:9216875-9232075,X:9216875-9232071	129	109	109	23501600	0.0995864	10000	9634	23501600	1000	0	0.103799	X	9216875	9224324	7449	FALSE
WBGene00007938	X:11192511-11196841	129	18	17	3887360	0.099606	10000	10000	3887360	985	0	0.0985	X	11192511	11196841	4330	FALSE
WBGene00197958	II:5965518-5965687	129	2	2	669222	0.0996065	10000	10000	669222	947	0	0.0947	II	5965518	5965687	169	FALSE
WBGene00045508	I:8469921-8471852	129	10	9	7947950	0.09962	10000	10000	7947950	981	0	0.0981	I	8469921	8471852	1931	FALSE
WBGene00010101	V:19288848-19289889	129	100	100	28064600	0.0996283	10000	10000	28064600	883	0	0.0883	V	19288848	19289889	1041	FALSE
WBGene00021906	III:587243-598117,III:591348-598117	129	78	78	20693700	0.0996383	10000	10000	20693700	965	0	0.0965	III	587243	598117	10874	FALSE
WBGene00044569	X:5448269-5449968	129	12	11	5997370	0.0996814	10000	10000	5997370	992	0	0.0992	X	5448269	5449968	1699	FALSE
WBGene00197204	II:5965518-5965687	129	2	2	669548	0.0997256	10000	10000	669548	932	0	0.0932	II	5965518	5965687	169	FALSE
WBGene00015319	V:3479089-3479449	129	5	5	796881	0.0997369	10000	8857	796881	1000	0	0.112905	V	3479089	3479449	360	FALSE
WBGene00199349	X:11759058-11759194	129	3	2	291194	0.0997474	10000	10000	291194	904	1	0.09045	X	11759058	11759194	136	FALSE
WBGene00000201	III:12052427-12058458	129	205	204	63437900	0.0997533	10000	10000	63437900	895	0	0.0895	III	12052427	12058458	6031	FALSE
WBGene00009475	I:9018724-9020284,I:9019260-9020284,I:9019236-9020284	129	10	10	3227290	0.0998772	10000	10000	3227290	843	0	0.0843	I	9018724	9020284	1560	FALSE
WBGene00011133	V:14714245-14715690	129	10	10	2095970	0.100149	10000	9458	2095970	1000	0	0.105731	V	14714245	14715690	1445	FALSE
WBGene00020430	II:2944175-2946533	129	52	52	11376800	0.100149	10000	9734	11376800	1000	0	0.102733	II	2944175	2946533	2358	FALSE
WBGene00020199	X:5177486-5179197	129	5	4	2758070	0.100216	10000	10000	2758070	953	0	0.0953	X	5177486	5179197	1711	FALSE
WBGene00006773	I:6742292-6745329,I:6742292-6745341	129	12	11	2930330	0.100229	10000	10000	2930330	820	0	0.082	I	6742292	6745329	3037	FALSE
WBGene00008711	IV:17444120-17450543,IV:17444120-17447414,IV:17444120-17445015	129	49	49	10265200	0.100236	10000	9236	10265200	1000	0	0.108272	IV	17444120	17450543	6423	FALSE
WBGene00016803	III:8161448-8163383	129	3	3	714166	0.100304	10000	10000	714166	918	0	0.0918	III	8161448	8163383	1935	FALSE
WBGene00200825	X:5451166-5451294	129	2	1	600660	0.100324	10000	10000	600660	993	0	0.0993	X	5451166	5451294	128	FALSE
WBGene00199797	X:5534334-5534484	129	2	1	595903	0.100324	10000	9664	595903	1000	0	0.103477	X	5534334	5534484	150	FALSE
WBGene00003163	X:6742392-6743902	129	3	3	1022540	0.100428	10000	9344	1022540	1000	0	0.107021	X	6742392	6743902	1510	FALSE
WBGene00022093	IV:2504630-2507929	129	62	62	17827200	0.10045	10000	10000	17827200	998	0	0.0998	IV	2504630	2507929	3299	FALSE
WBGene00009856	V:16862011-16863890,V:16862011-16863890	129	43	43	11382800	0.100467	10000	10000	11382800	866	0	0.0866	V	16862011	16863890	1879	FALSE
WBGene00000715	V:6831162-6832254	129	21	21	7605200	0.100467	10000	10000	7605200	937	0	0.0937	V	6831162	6832254	1092	FALSE
WBGene00003723	V:2210515-2212102	129	15	14	4576760	0.10054	10000	10000	4576760	900	0	0.09	V	2210515	2212102	1587	FALSE
WBGene00011871	III:10209837-10211097	129	7	6	2365480	0.100549	10000	10000	2365480	967	0	0.0967	III	10209837	10211097	1260	FALSE
WBGene00009878	IV:9314809-9316200	129	8	7	2765910	0.100559	10000	9473	2765910	1000	0	0.105563	IV	9314809	9316200	1391	FALSE
WBGene00022690	II:1953679-1955668	129	365	365	82108500	0.100579	10000	9557	82108500	1000	0	0.104635	II	1953679	1955668	1989	FALSE
WBGene00008825	V:16057321-16058892	129	10	9	1697810	0.100613	10000	10000	1697810	964	0	0.0964	V	16057321	16058892	1571	FALSE
WBGene00007642	I:9412313-9413223	129	6	5	739099	0.100686	10000	7425	739099	1000	0	0.13468	I	9412313	9413223	910	FALSE
WBGene00019092	V:2021889-2024700,V:2021889-2023982	129	40	40	8406390	0.100705	10000	9485	8406390	1000	0	0.10543	V	2021889	2024700	2811	FALSE
WBGene00200646	X:11571740-11572035	129	3	2	290240	0.100754	10000	10000	290240	922	1	0.09225	X	11571740	11572035	295	FALSE
WBGene00044533	V:4648831-4650620	129	31	31	5527740	0.100868	10000	9048	5527740	1000	0	0.110522	V	4648831	4650620	1789	FALSE
WBGene00196506	X:11571851-11572062	129	2	2	289915	0.100905	10000	10000	289915	947	0	0.0947	X	11571851	11572062	211	FALSE
WBGene00022639	V:396826-398756	129	29	28	9544550	0.100947	10000	10000	9544550	886	0	0.0886	V	396826	398756	1930	FALSE
WBGene00003690	IV:9728675-9731079	129	4	4	939490	0.100954	10000	10000	939490	929	0	0.0929	IV	9728675	9731079	2404	FALSE
WBGene00003417	III:11747041-11750172	129	98	98	21997700	0.100957	10000	10000	21997700	961	0	0.0961	III	11747041	11750172	3131	FALSE
WBGene00219205	II:10942526-10943417	129	5	5	881637	0.100981	10000	8553	881637	1000	0	0.116918	II	10942526	10943417	891	FALSE
WBGene00002105	III:10026288-10026673	129	4	4	1033840	0.101105	10000	10000	1033840	912	0	0.0912	III	10026288	10026673	385	FALSE
WBGene00043408	IV:1511348-1512359	129	4	4	1089030	0.101184	10000	9948	1089030	1000	0	0.100523	IV	1511348	1512359	1011	FALSE
WBGene00015769	V:5665238-5666463	129	13	13	3440170	0.101235	10000	10000	3440170	960	0	0.096	V	5665238	5666463	1225	FALSE
